,city,cluster 1 probability,hpa_3yr_pred,mhv,md_retax,hpa_3yr_pred_scaled,mhv_scaled,md_retax_scaled,state,region,own_pct,grrent_yield,rent,percap_inc,monthly income to rent,inc. to rent scaled,home ownership scaled,num. neighborhoods,pop_est_5mile,pop_est_25mile,pop_ch_5mile,pop_ch_25mile,density_total,pop_est_5mile_scaled,pop_est_25mile_scaled,pop_ch_5mile_scaled,pop_ch_25mile_scaled,density_total_scaled,cluster 2 probability,cluster 3 probability,cluster 4 probability,cluster 5 probability
479,"Huntington, IN",0.775,0.243467875,172064.0,1439.5,0.5552701557181813,-0.1621551416349946,-0.4659889418365658,IN,Midwest,71.83,10.32,966.0,25925.75,2.26,-0.22,0.49,8,18268.0,124218.0,1.820889375,2.791038375,2.961704125,0.1796921790995219,-0.2865165642365633,0.2244220021558867,0.1863019932261501,-0.4474493677568025,0.05,0.15,0.0,0.025
480,"Huntington, WV--KY--OH",0.2121212121212121,0.0457330909090909,128316.0,932.0,-0.7279629671430986,-0.4978998169907844,-0.769022846080251,WV,South,66.49,13.13,1078.09,26676.12,2.06,-0.13,0.07,33,33806.0,241626.0,-0.9207193333333332,-2.2145393939393943,35.36466775757576,1.055853078652617,0.1307662619099307,-0.0758200138296355,-0.7224281289398203,0.9528744183295444,0.314,0.074,0.069,0.309
481,"Huntsville, AL",0.3588235294117647,0.2224297058823529,266280.0,1226.5,0.4187394204697482,0.560906948822194,-0.5931736149477086,AL,South,71.33,8.87,1395.58,39032.0,2.31,1.44,0.45,34,63154.5,457586.0,4.4153976764705885,10.778145676470588,69.70119667647059,2.7107641457483824,0.898315314228315,0.5085545993995894,1.6363094307004395,2.43675900129502,0.222,0.217,0.094,0.083
482,"Huntsville, TX",0.2,0.1781241,186922.5,2428.0,0.1312107428116287,-0.0481233628388438,0.1242554214045823,TX,South,43.34,9.34,1285.7,19033.1,1.24,-1.09,-1.79,10,6821.0,116411.0,0.1892487,7.7897423,36.6620816,-0.4657843183380039,-0.3142636259676692,0.0457360050852878,1.093784213685038,1.0089433472258464,0.28,0.16,0.06,0.3
483,"Hurricane, UT",0.7666666666666666,0.3817388333333333,441357.0,2564.0,1.45260278476907,1.9045379840070165,0.2054625366304763,UT,West,72.78,6.35,1655.75,25565.5,1.28,-0.27,0.57,6,5472.0,168614.0,41.50321066666667,15.248613166666669,1.830428666666667,-0.5418520911206739,-0.1287275860613133,4.570155259925594,2.4478937584304337,-0.4963384740398865,0.18,0.0,0.0,0.08
484,"Hutchinson, KS",0.1333333333333333,0.12801425,105985.0,2123.0,-0.1939855528085036,-0.6692794079519744,-0.0578634767123121,KS,Midwest,60.76,16.67,958.17,25951.17,2.27,-0.22,-0.39,12,42370.5,66933.5,-3.8896440833333337,-2.484966583333333,68.65208658333334,1.5387903951812874,-0.4901128954438817,-0.4009561098523266,-0.7715224281793313,2.391420746612463,0.217,0.217,0.117,0.317
485,"Idaho Falls, ID",0.4555555555555555,0.1693996666666666,283138.5,2080.5,0.0745920660168508,0.690287757304538,-0.0832407002204039,ID,West,69.84,9.21,1500.65,28182.59,1.62,0.06,0.34,18,59660.5,160621.0,4.851773277777777,14.018241333333332,23.925270722222223,2.5137435392971974,-0.1571357152295892,0.556343435882755,2.2245277459488277,0.4585103858067009,0.17,0.29,0.01,0.04
486,"Ilion--Herkimer, NY",0.65,0.0619505,187243.5,4688.0,-0.6227173645136778,-0.0456598435742098,1.4737266008937022,NY,Northeast,68.79,12.42,869.5,28419.9,2.79,0.09,0.25,12,14363.5,197904.5,-4.067588333333333,0.3134825,17.706543333333332,-0.0404758111376423,-0.0246254582740766,-0.4204433328796821,-0.2634821789292275,0.1897623792788942,0.088,0.138,0.025,0.012
487,"Incline Village, NV--CA",0.325,0.0238095,1064582.5,5949.0,-0.8702397959567465,6.687491334353313,2.2266837501573216,NV,West,69.2,3.3,2419.14,64369.71,2.16,4.65,0.28,10,4364.0,192585.5,7.654804799999999,8.603100600000001,16.3776083,-0.6043302914492122,-0.043529854501533,0.8633120534483819,1.2414441285724087,0.1323312332133147,0.12,0.18,0.0,0.4
488,"Indiana, PA",0.4,0.1460207142857143,155151.0,2481.0,-0.0771295757315316,-0.2919542111762873,0.1559023118970263,PA,Northeast,71.6,9.07,895.71,31684.43,2.98,0.51,0.48,7,5451.0,110981.0,-1.3294437142857145,-3.712539571428572,2.277142142857143,-0.543036244737009,-0.3335625301818238,-0.1205806799839893,-0.9943803284923648,-0.4770333415412665,0.371,0.0,0.0,0.229
489,"Indianapolis, IN",0.4598130841121495,0.1381691028037383,228631.0,2306.0,-0.1280839283904817,0.2719691394944504,0.0514078621578245,IN,Midwest,69.42,9.91,1447.57,37184.44,2.17,1.21,0.3,107,79777.0,1218413.0,0.992618429906542,6.062700308411215,50.80135277570093,3.6480781213450695,3.6023903412159024,0.1337154992252511,0.7802509608923692,1.6199849164406432,0.194,0.25,0.039,0.056
490,"Indianola, IA",0.6,0.0975856666666666,225084.5,3435.0,-0.39145695974683,0.2447514726034083,0.7255463407610176,IA,Midwest,68.49,7.78,1022.0,33105.67,2.7,0.69,0.23,6,16996.0,287500.0,0.4118406666666666,2.981083333333333,24.81072983333333,0.1079663029100808,0.2938082383224773,0.0701127371152973,0.2208034206687346,0.4967763132371541,0.033,0.2,0.0,0.167
491,"Indianola, WA",0.9,0.0031295,490697.0,4434.5,-1.0044461325038392,2.2831985463654023,1.322358926557201,WA,West,79.92,6.05,1989.25,40125.75,1.69,1.58,1.14,6,10156.0,1252777.0,-4.82942,7.532967666666667,7.906594000000001,-0.277729446410499,3.7245243272960513,-0.5038738657439658,1.0471684472961833,-0.2337514174687408,0.1,0.0,0.0,0.0
492,"Ingleside--Aransas Pass, TX",0.1333333333333333,-0.0104261666666666,178476.0,2657.5,-1.092417910201464,-0.1129461524610592,0.2612924283482783,TX,South,69.74,12.01,1490.4,26092.2,1.48,-0.2,0.33,6,16074.5,347961.0,-10.063418,-2.6172158333333333,16.71043333333333,0.0560045144599471,0.5086942507887758,-1.077065111601771,-0.795531420279023,0.1467145722210188,0.475,0.1,0.0,0.275
493,"Iowa City, IA",0.35,0.065783125,262451.0,4540.0,-0.5978449002676041,0.5315212314879771,1.385354151971406,IA,Midwest,58.32,8.6,1247.88,35287.62,2.38,0.97,-0.59,16,58726.5,184854.0,-4.620755,5.4680370625,44.6107233125,2.461076897504007,-0.071008579719164,-0.48102231873976,0.6722937121891867,1.3524511875365344,0.1,0.412,0.012,0.125
494,"Iron Mountain--Kingsford, MI--WI",0.5333333333333333,0.0256723333333333,121447.0,2149.0,-0.8581506258762595,-0.550616059448015,-0.0423385870367735,MI,Midwest,74.78,12.16,943.67,28807.33,2.54,0.14,0.73,6,14731.0,32052.5,2.021935,0.9859486666666668,1.3074936666666666,-0.0197531228517778,-0.6140843646692826,0.2464391279301058,-0.1414003154569589,-0.5189375895831598,0.167,0.033,0.0,0.267
495,"Ishpeming, MI",0.5142857142857143,0.2079895714285714,153956.0,1847.0,0.325027740378381,-0.3011252564137877,-0.2226661517295674,MI,Midwest,81.34,10.02,904.29,28457.57,2.69,0.1,1.26,7,9368.0,51879.0,-1.7502321428571428,-2.230752142857143,1.8348785714285716,-0.322163401156788,-0.5436184854055743,-0.1666625171599693,-0.7253714481698388,-0.4961461673251497,0.257,0.0,0.0,0.229
496,"Ithaca, NY",0.2857142857142857,0.0135461428571428,278311.5,6812.0,-0.936845577524314,0.6532428741569107,2.741990665156928,NY,Northeast,45.99,8.54,1547.38,35197.0,1.96,0.95,-1.57,14,25420.5,152130.5,-2.694859857142857,1.0016812142857143,5.5719705,0.5830092619965171,-0.1873120220859942,-0.270111608356267,-0.1385441736527994,-0.3346443128124093,0.138,0.1,0.0,0.413
497,"Jackson, MI",0.3583333333333333,0.1536566666666666,177102.0,2663.5,-0.0275747790634626,-0.1234909358554739,0.2648750951964796,MI,Midwest,66.75,12.67,1103.82,27501.04,2.07,-0.02,0.09,25,40584.0,195442.0,-0.7015606799999999,0.39797772,47.95146804,1.438052755391636,-0.0333774935645657,-0.0518192745200958,-0.248142620712892,1.4968245343145352,0.143,0.086,0.1,0.236
498,"Jackson, MS",0.3155555555555555,0.0362683333333333,158449.0,1419.5,-0.7893861025661532,-0.2666436612237547,-0.4779311646639032,MS,South,63.66,14.99,1471.44,30256.18,1.69,0.33,-0.16,46,44549.5,445099.5,-1.2496676739130437,-0.3793199347826087,28.67760652173913,1.6616604299429163,0.8539367198507752,-0.111844160029107,-0.3892559597509923,0.6638869351555051,0.231,0.2,0.138,0.116
499,"Jackson, TN",0.2222222222222222,0.1362509629629629,126847.0,990.0,-0.1405320193486772,-0.5091736792952933,-0.7343903998809727,TN,South,58.33,14.65,1296.88,25379.68,1.67,-0.29,-0.59,27,34385.0,155432.0,-2.9403021111111114,2.1119175555555554,46.57462848148148,1.088501885502999,-0.1755780750762278,-0.2969907457457371,0.0630120207780812,1.43732315026583,0.245,0.187,0.123,0.161
500,"Jackson--Wellston, OH",0.3666666666666667,0.2837498333333333,162787.5,1816.5,0.8166866961852653,-0.2333477785769801,-0.2408780415412569,OH,Midwest,67.41,10.69,951.0,22914.0,2.07,-0.6,0.14,6,8020.0,67211.0,2.4430885,-1.257277,2.676735666666666,-0.3981747856720134,-0.4891266254771363,0.2925609452029392,-0.5486433607583538,-0.4597645409926033,0.533,0.1,0.0,0.0
501,"Jacksonville, IL",0.325,0.151954875,142190.5,3035.0,-0.0386188421751505,-0.3914197608002407,0.4867018842142707,IL,Midwest,60.38,12.89,986.0,26407.75,2.21,-0.16,-0.42,8,21142.5,46008.5,4.032207875,-4.387718625,31.387939000000003,0.3417802538688212,-0.5644829821254996,0.4665903037111057,-1.1169546989562704,0.7810164385104228,0.15,0.275,0.075,0.175
502,"Jacksonville, NC",0.0559999999999999,-0.02846936,148950.0,1403.5,-1.209512246607537,-0.3395438777183293,-0.4874849429257731,NC,South,45.16,9.38,1272.1,23967.57,1.62,-0.47,-1.64,26,37656.0,217902.5,-4.465191884615384,4.99912476923077,26.61094319230769,1.2729479083140545,0.0464499535997103,-0.4639861227158354,0.5871657319204954,0.5745741842957099,0.321,0.509,0.073,0.03
503,"Jamestown, NY",0.2666666666666666,0.0758075333333333,124066.0,3160.0,-0.5327898171694989,-0.5305165050739449,0.5613407768851292,NY,Northeast,68.32,15.47,991.6,27595.6,2.33,-0.01,0.21,15,21730.0,103292.0,-1.9477064,-2.5621578666666665,47.2557288,0.3749083609924821,-0.3608902050441875,-0.1882885314374985,-0.7855360041483069,1.4667575250825096,0.2,0.24,0.12,0.173
504,"Janesville, WI",0.4705882352941176,0.1779024117647059,165772.0,3482.0,0.1297720597403321,-0.2104431890277583,0.7536105644052604,WI,Midwest,69.71,9.48,1162.6,30281.4,2.16,0.33,0.33,17,42498.0,230571.0,1.8056899411764704,1.6363321764705885,38.22082623529412,1.545979899280465,0.091475398910395,0.2227574653315237,-0.0233274148646904,1.0763059259697998,0.2,0.238,0.0,0.067
505,"Jasper, AL",0.3,0.0318231666666666,174876.5,470.5,-0.8182337589333961,-0.1405705686387854,-1.0445896378210602,AL,South,67.92,11.49,967.67,25318.83,2.21,-0.3,0.18,6,12340.5,95765.0,3.332647833333333,0.9537883333333332,7.1408375,-0.1545492761779249,-0.3876421114935321,0.3899793283467179,-0.1472388150244306,-0.2668442867957368,0.433,0.0,0.1,0.167
506,"Jasper, IN",0.8333333333333334,0.2938291666666666,245751.0,1783.0,0.882098224304398,0.4033568336082641,-0.260881264777047,IN,Midwest,77.2,8.45,1015.5,33020.5,2.71,0.68,0.92,6,6450.0,72989.5,5.234307666666666,1.4765563333333336,3.040140333333333,-0.4867043655599243,-0.4685891083497897,0.5982359553202246,-0.0523336811051713,-0.4440596750896426,0.1,0.04,0.0,0.0
507,"Jean Lafitte, LA",0.5,0.0068373333333333,202937.0,806.0,-0.980383524757521,0.0747801551159265,-0.8442588498924762,LA,South,87.96,8.84,1462.0,26654.5,1.53,-0.13,1.79,6,9565.0,923644.0,1.7441598333333337,-0.3863708333333333,11.303652166666666,-0.3110549124702157,2.554744172467811,0.2160191136599387,-0.3905360045724191,-0.0869444337791421,0.28,0.18,0.0,0.04
508,"Jefferson City, MO",0.4352941176470588,0.2364959411764706,191743.0,1564.0,0.5100246191077051,-0.0111283640376967,-0.3916486047363909,MO,Midwest,62.71,7.84,927.44,29244.12,2.66,0.2,-0.24,17,17169.0,115100.0,-1.3535156470588234,1.3694337647058823,23.58094088235294,0.1177214731779843,-0.3189230851619154,-0.1232168715026761,-0.0717810874524674,0.4436298560349268,0.2,0.2,0.042,0.126
509,"Jennings, LA",0.2,0.084618,131618.0,420.0,-0.4756128125948563,-0.4725585689788794,-1.074743750460087,LA,South,65.05,10.3,956.0,22802.4,2.04,-0.62,-0.05,7,4076.0,73735.0,-0.9405334285714289,-4.573265857142857,5.029126714285715,-0.6205701124732367,-0.4659395074121005,-0.077989916442336,-1.150639593431192,-0.3581038047861824,0.473,0.018,0.018,0.255
510,"Jersey Shore, PA",0.54,0.0623130999999999,175142.0,2495.5,-0.6203642108564255,-0.1385329849479433,0.1645604234468459,PA,Northeast,77.29,8.6,1087.67,28538.17,2.23,0.11,0.93,10,4994.5,100395.0,-2.952126,-3.8456757,0.6326335999999999,-0.5687774888254366,-0.3711865080844095,-0.2982856162449436,-1.0185503276345522,-0.5481022861939072,0.322,0.0,0.0,0.133
511,"Jewett City, CT",0.7272727272727273,0.0902241818181818,264624.0,4990.0,-0.4392305532217856,0.548197952242026,1.6540541655864962,CT,Northeast,74.59,8.77,1527.71,34745.29,1.89,0.9,0.72,11,13124.0,300466.0,-0.9415331818181816,0.0724865454545454,4.024155545454546,-0.1103690686351362,0.3398910361200332,-0.0780994025004233,-0.3072334286999404,-0.4015345553805661,0.137,0.126,0.0,0.0
512,"Johnson City, TN",0.4583333333333333,0.1198852291666666,171590.5,1131.5,-0.2467402000888064,-0.1657890244132008,-0.649899173377561,TN,South,64.53,8.26,945.02,26587.02,2.38,-0.14,-0.09,48,26303.0,329476.5,-0.4241532708333333,2.9422877916666668,29.24821533333333,0.6327719080163142,0.4429980086255087,-0.0214395345067393,0.213760342138019,0.688546318182511,0.2,0.148,0.026,0.116
513,"Johnstown, CO",0.8666666666666667,0.124573,465428.0,2500.0,-0.2163181231974147,2.0892712307951946,0.1672474235829968,CO,West,82.74,7.6,2189.67,39174.0,1.49,1.46,1.37,6,18424.0,624937.0,26.577345999999995,10.031939666666666,2.2370786666666667,0.1884887488208685,1.4931018555069495,2.9355778367413152,1.50084057780241,-0.4787647214020403,0.133,0.0,0.0,0.0
514,"Johnstown, PA",0.4909090909090909,0.0514428636363636,135902.5,1843.0,-0.6909084371506531,-0.4396771101336321,-0.2250545962950349,PA,Northeast,73.78,14.33,922.0,28652.15,2.6,0.12,0.65,22,17860.5,161939.5,-0.1755234090909091,-3.486885409090909,12.35769059090909,0.1567139601158763,-0.1524496000902958,0.0057886876304479,-0.9534142814196782,-0.041393196748719,0.323,0.038,0.023,0.092
515,"Jonesboro, AR",0.1733333333333333,0.1402319333333333,155955.0,876.0,-0.1146968428830132,-0.2857839012424376,-0.8024610699967956,AR,South,52.8,10.67,1078.2,25998.2,2.0,-0.21,-1.03,15,29401.0,156302.0,-1.578540066666667,5.536991066666667,73.99182533333334,0.8074627605594658,-0.1724859854507556,-0.1478599889481641,0.6848118636439559,2.62218245310016,0.173,0.36,0.107,0.187
516,"Joplin, MO",0.1925925925925926,0.1733387407407407,169126.0,1236.0,0.100155349424448,-0.1847028662440124,-0.5875010591047233,MO,Midwest,63.89,10.34,1063.1,27173.29,2.15,-0.06,-0.14,27,30934.0,186463.0,-1.1083385185185186,2.290410037037037,69.89355774074075,0.893905974551929,-0.0652899909750434,-0.096366768815618,0.0954161711059148,2.445072061077724,0.328,0.174,0.103,0.169
517,"Junction City, KS",0.025,0.071712125,147892.5,2722.5,-0.5593676580341557,-0.3476596771649039,0.3001046525371247,KS,Midwest,31.36,12.99,1288.25,22614.62,1.55,-0.64,-2.74,8,28221.5,110537.0,-15.389417125,-4.70351875,43.300494,0.7409527991086435,-0.3351405621286166,-1.6603316840949838,-1.174286159862148,1.295828426349444,0.025,0.675,0.125,0.15
518,"Jupiter Farms, FL",1.0,-0.156414,579714.0,4804.0,-2.0398304968607586,2.966360834153332,1.5429914932922588,FL,South,96.37,7.54,2312.0,42409.0,1.53,1.87,2.46,2,3683.0,532548.0,16.182965,7.086583,0.7575,-0.6427307015789366,1.164739707911825,1.7972571504684705,0.9661302112727392,-0.5427060702185516,0.0,0.0,0.0,0.0
519,"Kalamazoo, MI",0.3181818181818182,0.1778750909090909,199460.5,3356.0,0.1295947564548669,0.0480997042639012,0.6783745605930351,MI,Midwest,67.53,10.03,1157.67,33136.43,2.38,0.69,0.15,22,39264.5,334814.5,-2.157394772727273,1.2033195,44.19472672727273,1.3636484364985797,0.4619699332470846,-0.21125215114187,-0.101938052947316,1.3344735136475077,0.133,0.375,0.008,0.125
520,"Kalispell, MT",0.4285714285714285,0.2624138571428571,327108.0,2817.0,0.6782232918728958,1.0277323376980736,0.3565316553962937,MT,West,73.09,6.47,1375.57,29925.29,1.88,0.29,0.59,7,18705.0,97087.0,12.093539000000002,9.55220342857143,26.72329271428572,0.2043338519727812,-0.3829435569132168,1.3494115105230025,1.4137475806749076,0.5794294719096826,0.371,0.086,0.0,0.114
521,"Kankakee, IL",0.31,0.12766485,181930.0,4449.0,-0.1962530428466832,-0.0864383781930036,1.331017038107021,IL,Midwest,62.31,12.67,1234.35,27879.95,1.94,0.03,-0.27,20,34832.0,129806.0,-2.67807325,-3.0906892,39.64605375,1.113707441050704,-0.2666561081134149,-0.2682732552919479,-0.8814874337892273,1.137898439915683,0.15,0.25,0.11,0.18
522,"Kansas City, MO--KS",0.326984126984127,0.1303041216931217,229343.0,3312.0,-0.1791250455020843,0.2774333940627351,0.652101670372893,MO,Midwest,67.06,11.36,1637.49,35769.79,1.85,1.03,0.11,192,76590.5,1263565.0,0.9006080989583333,4.715422208333334,68.54571519791666,3.468396907133077,3.762866238651908,0.1236391644180936,0.5356613752360618,2.3868238096517898,0.234,0.298,0.058,0.07
523,"Kearney, MO",0.9,0.1388668333333333,263387.0,3198.0,-0.123555888822106,0.5387045773811155,0.5840310002570701,MO,Midwest,82.34,7.24,1511.67,35190.33,1.98,0.95,1.34,6,9378.0,404414.5,3.5809945,7.756625166666667,0.6541408333333333,-0.3215995184823427,0.7093371032848673,0.4171765369186929,1.0877720132940003,-0.5471728313838139,0.129,0.0,0.0,0.0
524,"Kearney, NE",0.45,0.117380125,238596.5,3909.0,-0.262997494715363,0.3484495171633295,1.0085770217689127,NE,Midwest,60.54,8.54,1043.12,30612.5,2.45,0.37,-0.41,8,29221.5,52095.0,-3.588593875,2.687155375,42.481783375,0.7973410665531727,-0.5428507941882157,-0.3679871740635977,0.1674427095153369,1.2604470959529692,0.15,0.25,0.0,0.15
525,"Keene, NH",0.625,0.24062575,265852.5,8074.5,0.5368257077366094,0.5576260937267703,3.495843481132598,NH,Northeast,57.42,10.02,1423.88,33584.12,1.95,0.75,-0.66,8,17552.5,106516.5,-1.6190785,-0.0398918749999999,18.557587125,0.1393463737429613,-0.3494299257369054,-0.1522994776731229,-0.3276350007986027,0.2265410171215715,0.0,0.175,0.0,0.2
526,"Kennett, MO",0.2666666666666666,0.2767558333333333,107189.5,855.5,0.7712979574130039,-0.6600354548234646,-0.8147018483948163,MO,Midwest,60.9,11.47,792.17,23142.33,2.45,-0.57,-0.38,6,6563.5,47434.5,-9.8540405,-7.385013833333333,10.111683,-0.4803042972049702,-0.5594147984405301,-1.0541355365274985,-1.6610941702751518,-0.1384564743224587,0.367,0.033,0.1,0.233
527,"Kennewick--Pasco, WA",0.4232558139534884,0.0806438139534883,346155.0,3455.0,-0.5014039610503156,1.1739088219145344,0.737488563588355,WA,West,69.14,7.39,1470.73,31669.78,1.8,0.51,0.28,44,56129.5,276523.5,1.6089243636363633,10.010415522727271,54.48076261363636,2.314636566950565,0.2547963742144353,0.2012090607405887,1.496933009314925,1.778993986513519,0.187,0.272,0.055,0.021
528,"Kenosha, WI--IL",0.5567567567567568,0.2389909459459459,273392.0,6020.0,0.5262163719983632,0.615488098386297,2.269078641194369,WI,Midwest,67.94,9.5,1331.91,34024.41,2.16,0.81,0.18,37,43119.0,670005.0,-0.8776028378378379,0.7153027027027027,13.62172008108108,1.5809970133635176,1.6532792063584267,-0.0710981935748159,-0.1905343317982557,0.0132329967523885,0.074,0.183,0.0,0.074
529,"Kerrville, TX",0.5714285714285714,0.1727897142857142,239038.0,3299.0,0.0965923499468591,0.3518378154665566,0.6443392255351237,TX,South,66.8,8.63,1336.86,32403.71,2.07,0.6,0.09,7,29354.0,69007.0,1.791510857142857,2.364139571428572,9.027585857142858,0.8048125119895728,-0.4827434151698395,0.2212046701561436,0.1088012890458675,-0.1853067264409076,0.171,0.2,0.0,0.057
530,"Keystone Heights, FL",0.4666666666666666,0.0760791666666666,154257.5,1427.5,-0.5310270069881284,-0.2988113901885941,-0.4731542755329682,FL,South,76.36,11.39,1345.0,27722.4,1.73,0.01,0.86,6,5201.5,235371.5,1.4192511666666665,5.210595499999999,3.2728145000000004,-0.557105117464419,0.10853698080359,0.1804373645960939,0.6255568691432354,-0.4340044476207701,0.275,0.0,0.0,0.225
531,"Kill Devil Hills, NC",0.4666666666666667,0.3074317777777777,296694.0,1996.0,0.9703746558661484,0.7943196432601338,-0.1336965916659042,NC,South,75.41,6.04,1695.75,35561.12,1.74,1.0,0.78,9,6634.0,38491.0,8.749091555555557,3.381866,9.305334444444444,-0.4763289243501309,-0.5912011243777846,0.9831507673230502,0.2935629098733491,-0.1733035665521843,0.145,0.055,0.0,0.345
532,"Killeen, TX",0.0926829268292682,0.0277833170731707,133250.0,3263.0,-0.8444510420158117,-0.4600337607549458,0.6228432244459164,TX,South,42.96,12.0,1335.7,24175.62,1.58,-0.44,-1.82,49,78104.0,369710.0,-3.848028224489796,10.287234,60.49502842857143,3.553740549910372,0.5859929372995767,-0.3963986289404176,1.5471876053439348,2.0389059986367783,0.112,0.619,0.112,0.042
533,"Kingman, AZ",0.14,0.1738654,186031.0,1016.0,0.1035731932249215,-0.0549651928214645,-0.7188655102054341,AZ,West,66.92,12.58,1393.7,22905.2,1.36,-0.6,0.1,10,32703.0,65027.0,13.005006599999998,7.1818154000000005,47.106705,0.9936568196613011,-0.4968888366748736,1.4492291354443383,0.9834190347574444,1.4603173249144243,0.46,0.34,0.0,0.06
534,"Kingsland, TX",0.275,-0.11139575,230914.0,2999.0,-1.7476769953974534,0.2894900568812399,0.4652058831250635,TX,South,84.21,7.39,1543.5,32605.0,1.78,0.63,1.49,8,4698.0,72490.0,4.152271375000001,15.77439175,1.925876875,-0.5854966101227395,-0.4703643942899315,0.4797388274872037,2.5433454441937715,-0.4922135921931495,0.211,0.089,0.0,0.4
535,"Kingsport, TN--VA",0.4857142857142856,0.1104877380952381,194248.0,1228.0,-0.3077267982237407,0.0080962956442602,-0.5922779482356583,TN,South,71.42,8.29,880.65,29226.92,2.81,0.2,0.46,42,26242.0,331537.0,-0.0307277619047618,2.204108857142857,24.78814911904762,0.629332223702198,0.4503212852614692,0.02164570503959,0.0797487526043094,0.4958004669633488,0.273,0.088,0.042,0.065
536,"Kingston, NY",0.5833333333333334,0.111593375,325887.0,7692.0,-0.3005515816599418,1.0183617550746529,3.2674484695597714,NY,Northeast,68.85,7.97,1698.41,36491.09,1.8,1.12,0.26,24,14418.5,207614.5,1.0506537916666667,1.101077125,10.24398325,-0.0373744564281932,0.009885105246999,0.1400711304866872,-0.1204994918486989,-0.1327389977026992,0.05,0.079,0.007,0.321
537,"Kinston, NC",0.1692307692307692,0.3516767692307692,104609.0,1157.0,1.2575099659949405,-0.6798395403760753,-0.6346728392727058,NC,South,52.76,13.27,989.83,23066.92,1.95,-0.58,-1.03,13,12189.0,142734.0,-5.100110076923077,-4.239984692307693,38.03737576923077,-0.1630920986957711,-0.220708367104098,-0.5335179700085994,-1.0901345633194637,1.068377945859398,0.307,0.093,0.227,0.2
538,"Kissimmee, FL",0.4153846153846154,0.0133093846153846,274041.0,2583.0,-0.938382059936002,0.6204688585194668,0.2168076483164467,FL,South,67.67,10.36,1956.0,21092.09,0.91,-0.83,0.16,13,68546.0,1336163.0,6.768028999999999,17.206127692307692,42.7958416923077,3.0147814896755616,4.020888678456548,0.7661985036154336,2.803267802375084,1.274019414119018,0.153,0.141,0.012,0.259
539,"Kittanning--Ford City, PA",0.8333333333333334,0.0267731666666666,150396.0,3008.5,-0.8510065828967819,-0.3284465292552116,0.4708784389680487,PA,Northeast,79.71,9.49,954.6,29534.0,2.57,0.24,1.13,6,5396.5,159010.5,0.414913,-0.6043556666666666,0.4155956666666667,-0.5461094053127358,-0.1628596351627192,0.0704491978038616,-0.430109734792837,-0.5574817795012461,0.125,0.0,0.0,0.0
540,"Knoxville, TN",0.472,0.11980216,227498.0,1480.0,-0.247279291410777,0.2632739141772219,-0.4418059406112077,TN,South,69.15,8.52,1322.17,32291.08,2.03,0.59,0.28,25,45984.0,615235.0,1.06941092,5.77436372,22.23961196,1.7425493995920938,1.4586197249939243,0.1421252813973482,0.7279053266205915,0.3856630966904798,0.244,0.126,0.015,0.119
541,"Kokomo, IN",0.4090909090909091,0.1554167272727272,145230.0,905.0,-0.0161525698738955,-0.3680930729346486,-0.7851448468971564,IN,Midwest,70.11,13.53,1007.26,27452.63,2.28,-0.03,0.36,22,36333.5,144516.0,0.4546951363636363,1.2132376363636364,44.81790763636364,1.1983744246186645,-0.2143749145608893,0.0748058621176725,-0.1001374797297121,1.3614048480751275,0.193,0.12,0.067,0.093
542,"Kosciusko, MS",0.2333333333333333,0.1622018333333333,82924.5,641.5,0.0278805165611828,-0.8462575574912035,-0.942483632647326,MS,South,73.48,12.52,873.5,21488.33,2.12,-0.78,0.63,6,572.5,32993.5,-8.1770455,-4.714489666666666,2.1943341666666667,-0.8181264074651448,-0.6107399320973638,-0.8704826475987465,-1.1762778585037386,-0.4806119641651742,0.367,0.2,0.033,0.167
543,"La Crosse, WI--MN",0.536,0.182249,239110.0,3986.0,0.157979974805009,0.3523903805352596,1.0545545796541616,WI,Midwest,68.93,7.78,1040.25,34489.17,2.81,0.86,0.26,25,14277.0,143813.0,-1.434152,2.16605296,23.0690488,-0.0453533962715941,-0.2168734651433111,-0.1320476069373826,0.0728399517313402,0.4215079703038495,0.17,0.126,0.03,0.133
544,"La Follette, TN",0.4153846153846154,0.0724225384615384,133181.0,892.0,-0.5547573104467854,-0.4605633022791194,-0.7929072917349257,TN,South,71.63,10.52,906.5,23652.58,2.18,-0.51,0.48,13,4428.0,150616.0,-3.775718,1.8722255384615385,4.705320461538461,-0.6007214423327624,-0.1926947459225204,-0.3884797134835214,0.0194974923798528,-0.3720973889208637,0.387,0.093,0.0,0.107
545,"LaFayette, GA",0.3333333333333333,0.0231265,178441.0,1495.5,-0.8746722392769432,-0.1132147604805676,-0.4325507179200213,GA,South,70.46,9.07,986.8,23681.0,2.02,-0.51,0.39,6,11253.0,314076.0,-6.499928333333333,0.496251,4.631009,-0.2158715170238504,0.3882626910656399,-0.6868163798219572,-0.2303017452211158,-0.3753088268729939,0.425,0.15,0.05,0.025
546,"LaGrange, GA",0.2,0.4865248,197246.5,1945.5,2.132628931184888,0.0311083284012853,-0.163850704304931,GA,South,52.29,11.03,1191.8,22695.7,1.6,-0.63,-1.07,10,12465.5,125954.5,-3.2504507,0.6108632,28.2022627,-0.1475007427473587,-0.2803448244266408,-0.3309560732193552,-0.2094946449590858,0.6433445160206915,0.12,0.36,0.08,0.24
