,city,cluster 1 probability,hpa_3yr_pred,mhv,md_retax,hpa_3yr_pred_scaled,mhv_scaled,md_retax_scaled,state,region,own_pct,grrent_yield,rent,percap_inc,monthly income to rent,inc. to rent scaled,home ownership scaled,num. neighborhoods,pop_est_5mile,pop_est_25mile,pop_ch_5mile,pop_ch_25mile,density_total,pop_est_5mile_scaled,pop_est_25mile_scaled,pop_ch_5mile_scaled,pop_ch_25mile_scaled,density_total_scaled,cluster 2 probability,cluster 3 probability,cluster 4 probability,cluster 5 probability
163,"Carbondale, IL",0.2444444444444444,0.0999849629629629,148934.0,2856.0,-0.3758863230825682,-0.3396666699558188,0.3798189899096015,IL,Midwest,56.35,11.68,965.04,26323.64,2.27,-0.17,-0.74,27,17407.0,146698.0,-6.811700703703703,-4.7836771851851845,12.19121811111111,0.1311418808297823,-0.2066198116151645,-0.7209595326081512,-1.188838402971918,-0.0485874576142755,0.13,0.384,0.059,0.205
164,"Carlsbad, NM",0.0857142857142857,0.0634852857142857,212028.0,1063.0,-0.6127571146055975,0.1445491695545176,-0.6908012865611913,NM,West,64.41,13.33,1531.43,28937.43,1.57,0.16,-0.1,7,32780.0,42532.0,6.423554142857143,9.602648,65.57229571428572,0.99799871625453,-0.5768389011863667,0.7284740007531086,1.4229054648738797,2.258324760115622,0.314,0.286,0.114,0.2
165,"Carrollton, GA",0.4181818181818181,0.1661864545454545,208729.0,1338.0,0.0537393857781375,0.1192309450871419,-0.5265957226853029,GA,South,60.46,8.45,1263.1,25569.5,1.67,-0.27,-0.42,11,16612.0,297009.0,1.0482426363636363,4.452623090909091,19.79618645454545,0.0863132082113816,0.3276044225162887,0.1398070774411758,0.4879519029022332,0.2800682229123842,0.2,0.123,0.077,0.154
166,"Carson City, NV",0.5733333333333334,0.1428468,438981.0,3016.0,-0.0977272260603614,1.8863033367398188,0.4753567725283003,NV,West,64.3,5.58,1440.0,37281.36,2.42,1.22,-0.11,15,34847.0,186633.0,7.0627708,8.742558533333332,26.311625266666667,1.1145532650623715,-0.0646857895539742,0.7984765861726628,1.2667618102956644,0.5616388856721057,0.071,0.282,0.0,0.047
167,"Cartersville, GA",0.5,0.1633713333333333,244897.0,1818.5,0.0354701834176539,0.3968027979322596,-0.2396838192585232,GA,South,67.3,8.41,1348.82,27226.73,1.69,-0.06,0.13,12,20511.0,590731.0,5.559691166666667,7.870764333333334,7.283517666666666,0.306171062977601,1.3715294213357947,0.6338697048452672,1.1084932374277128,-0.2606782325591042,0.229,0.157,0.014,0.057
168,"Carthage, MO",0.2909090909090909,0.1590947272727272,124835.0,1176.0,0.0077164294404279,-0.5246148031596036,-0.6233277275867354,MO,Midwest,67.57,10.31,1017.12,23930.88,1.98,-0.47,0.15,11,4934.0,170132.0,0.7332855454545453,2.414244181818182,4.761349181818182,-0.5721889790058305,-0.1233324227837651,0.1053151560973136,0.1178974555269802,-0.3696760563970449,0.353,0.176,0.0,0.165
169,"Casa Grande, AZ",0.2153846153846154,-0.1410218461538461,197476.0,1970.0,-1.9399405268771248,0.032869629557776,-0.1492214813414428,AZ,West,68.58,10.16,1522.85,25015.62,1.4,-0.34,0.23,13,36010.0,177794.0,-11.943477692307692,5.170629461538462,41.39852923076923,1.1801328201003594,-0.0961007093235713,-1.2829562405859412,0.6183012945242562,1.2136332747931675,0.246,0.338,0.046,0.154
170,"Casper, WY",0.2142857142857142,0.0431495,228936.5,1541.0,-0.7447296146791462,0.2743137037790164,-0.4053821609878288,WY,West,66.0,8.27,1167.93,32270.07,2.34,0.58,0.03,14,45204.5,72737.0,-9.518614071428573,-1.6959037142857143,47.41301378571429,1.6985947451190833,-0.4694865251663779,-1.0174019549543891,-0.6282731909312993,1.4735547399665374,0.286,0.429,0.029,0.043
171,"Catskill, NY",0.5,0.086395375,210736.0,4014.0,-0.4640782387350696,0.1346336963772368,1.0712736916124337,NY,Northeast,68.79,8.98,1373.5,28259.33,1.72,0.07,0.25,8,4923.5,132697.0,0.987619625,-0.177177625,1.694967125,-0.5727810558139981,-0.2563811298292306,0.1331680646996397,-0.3525583367506043,-0.5021925687778461,0.017,0.05,0.0,0.4
172,"Cañon City, CO",0.325,0.16553825,223891.5,1107.5,0.0495327534097318,0.2355957763955941,-0.6642298407703657,CO,West,69.71,7.85,1163.43,28964.14,2.08,0.16,0.32,9,22175.0,48583.0,14.126034444444445,4.858094888888889,40.292205,0.4000011400052976,-0.5553328847223061,1.5719963483470567,0.5615626734309488,1.165822458688916,0.28,0.14,0.06,0.1
173,"Cedar Rapids, IA",0.2857142857142857,0.1575045428571428,169584.0,3099.0,-0.0026033396528924,-0.1811879384458741,0.5249169972617502,IA,Midwest,70.49,9.81,981.94,34599.63,3.06,0.88,0.39,35,75129.0,265379.0,0.6542661428571429,4.865638857142857,70.16192554285715,3.3859854542628973,0.2151874169373366,0.0966614978762473,0.5629322318534716,2.4566698217327247,0.131,0.457,0.029,0.097
174,"Cedar Springs, MI",0.7999999999999999,0.1806623333333333,281072.0,3724.0,0.1476830347346646,0.6744283723812788,0.8981114606160423,MI,Midwest,83.39,6.3,1071.25,32898.25,2.58,0.66,1.42,6,11978.0,456805.0,-2.8281371666666666,2.114416,4.159008666666666,-0.1749900231265667,0.8955395418174026,-0.284707217122363,0.0634655971343039,-0.395706754090456,0.14,0.02,0.0,0.0
175,"Centralia, IL",0.2,0.154777125,110405.5,2292.0,-0.0203033763472958,-0.6353542150880659,0.0430483061786884,IL,Midwest,71.39,15.53,866.0,25167.25,2.46,-0.32,0.46,8,11418.5,75203.5,-0.9001364999999999,-3.021868875,5.64469825,-0.2065392587617808,-0.4607202733718636,-0.0735659243398006,-0.8689935509186386,-0.3315013164066374,0.375,0.05,0.125,0.25
176,"Centralia, WA",0.6,0.3156743125,356855.5,3023.0,1.023865970611393,1.2560299679930895,0.4795365505178683,WA,West,68.94,6.49,1446.67,28736.27,1.67,0.14,0.26,16,7393.0,103726.5,0.1237333125000001,7.8004184375,7.489703375,-0.4335302293597332,-0.3593459372944545,0.0385612131606478,1.0957223970841323,-0.2517677281063583,0.133,0.167,0.0,0.078
177,"Champaign, IL",0.175,0.0169114583333333,180899.5,4188.5,-0.915005796993136,-0.0943469657388146,1.175469585780952,IL,Midwest,54.37,10.53,1110.12,34285.88,2.55,0.84,-0.9,24,91908.0,214613.5,-6.122456166666667,-1.4530977083333332,59.732709375000006,4.3321241937146535,0.0347604331650226,-0.6454782399357151,-0.5841933380877603,2.005961681709246,0.117,0.367,0.075,0.267
178,"Chardon, OH",0.8333333333333334,0.1621373333333333,327369.0,4901.0,0.0274619329679869,1.029735386072122,1.600911274004845,OH,Midwest,82.88,7.03,1169.4,39458.4,2.83,1.49,1.38,6,15087.5,588842.0,1.69328,1.8759715,2.082211,0.0003492944921968,1.364815677309913,0.2104471063612406,0.0201775473592397,-0.4854574696268046,0.1,0.0,0.0,0.025
179,"Charles Town--Ranson, WV",0.8333333333333334,0.0771995833333333,333989.5,2091.5,-0.5237558746747997,1.0805445115908427,-0.0766724776653684,WV,South,73.47,7.7,1389.5,37138.9,2.26,1.2,0.63,12,20325.5,352838.0,-3.462137,5.808707333333333,2.3299248333333336,0.2957110393666408,0.5260277233214521,-0.3541384920945686,0.7341401864870547,-0.4747522891719352,0.012,0.025,0.0,0.162
180,"Charleston, WV",0.2222222222222222,0.0803461111111111,153787.0,1050.5,-0.5033359536932127,-0.3024222494222711,-0.6982651758282772,WV,South,69.84,10.67,970.56,33683.11,2.88,0.76,0.34,18,35602.5,235626.0,-0.6693511111111111,-3.101488611111111,30.80223422222222,1.1571546011167138,0.1094415058721908,-0.0482919053999767,-0.8834479967114971,0.7557046694621714,0.256,0.167,0.022,0.333
181,"Charleston--North Charleston, SC",0.35,0.112988671875,281021.5,1614.5,-0.2914965680240928,0.6740408093817025,-0.3614944920973641,SC,South,67.03,8.7,1929.64,36877.41,1.59,1.17,0.11,64,80924.5,635694.0,-3.706041640625,7.201003140625,40.024376328125,3.7127836582376665,1.531333588956611,-0.3808492407097465,0.9869024444030684,1.154247997041666,0.231,0.312,0.044,0.062
182,"Charlestown, RI",0.6571428571428571,0.2258284285714285,487074.0,6844.0,0.4407960027250828,2.2553937790888634,2.761098221680668,RI,Northeast,85.72,5.64,1867.5,49723.0,2.24,2.79,1.61,7,9133.0,210374.0,5.798198428571429,2.886383571428571,1.5819338571428572,-0.3354146440062523,0.0196927159613562,0.6599893698885714,0.2036112941696119,-0.507077405096963,0.062,0.0,0.0,0.277
183,"Charlotte, MI",0.575,0.166475375,176335.5,3467.0,0.055614383638779,-0.1293734514827075,0.7446538972847574,MI,Midwest,70.29,9.99,943.86,29378.0,2.65,0.22,0.37,8,11485.0,244533.0,1.7111185,-0.020665875,8.892787875,-0.2027894389767196,0.1410981062102157,0.2124006554530123,-0.3241446454120227,-0.1911321448455784,0.2,0.2,0.0,0.1
184,"Charlotte, NC--SC",0.3864197530864197,0.144253012345679,313144.0,2963.0,-0.088601374642524,0.9205654124290727,0.4437098820358563,NC,South,68.37,9.17,1920.49,36458.69,1.61,1.11,0.22,163,74931.0,1452270.0,2.8007510674846627,9.692490208588955,50.51393913496933,3.374820577308881,4.433547586668858,0.3317296748534348,1.4392157341285718,1.6075640724053304,0.27,0.293,0.023,0.033
185,"Charlottesville, VA",0.408695652173913,0.1578658695652174,406395.0,2994.0,-0.0002584492376455,1.6362215960626731,0.4622203274182292,VA,South,56.37,6.35,1765.18,48521.91,2.34,2.64,-0.74,23,65287.0,214730.0,-1.7549925217391305,5.21060095652174,39.347412608695656,2.831012126073841,0.0351744888447554,-0.16718384091709,0.6255578597393057,1.1249923891477829,0.208,0.272,0.0,0.064
186,"Chattanooga, TN--GA",0.332,0.0558942599999999,219172.5,2118.0,-0.6620203521176412,0.1993797408510212,-0.0608490324191464,TN,South,64.36,8.05,1285.6,33448.98,2.24,0.73,-0.1,50,51336.0,529062.5,-1.42036684,2.9746818200000003,52.58379508,2.044339406955214,1.152351801716901,-0.1305379515965228,0.2196412675143987,1.6970147950757948,0.244,0.208,0.064,0.152
187,"Cherryville, NC",0.375,0.1601845,149710.0,1300.0,0.0147886927574592,-0.3337112464375759,-0.5492859460572438,NC,South,70.89,8.96,1120.33,23262.17,1.73,-0.56,0.42,8,12123.0,398698.0,-1.4850662499999998,4.367974375,2.293705875,-0.16681372434711,0.6890199419699107,-0.1376233833112779,0.472584478500882,-0.4763175246681861,0.617,0.05,0.0,0.017
188,"Chesapeake Beach, MD",0.8375,0.0628349375,490446.0,4355.0,-0.6169776586732585,2.281272243139785,1.2748885908185354,MD,South,89.34,6.51,2000.0,48521.54,2.22,2.64,1.9,16,13510.0,415019.0,-0.3289860000000001,4.0452055625,4.2570974375,-0.088603197401548,0.7470268325185694,-0.0110174734868755,0.4139878976557024,-0.3914677579139519,0.162,0.0,0.0,0.0
189,"Chesnee, SC",0.3142857142857143,0.1886925714285714,133086.0,609.0,0.199796614829578,-0.4612923811892136,-0.961889744741749,SC,South,76.48,11.67,993.25,25424.75,2.13,-0.28,0.87,7,12394.0,392648.0,-2.9381987142857144,5.452306142857142,4.655736714285714,-0.1515325038696426,0.6675174796318563,-0.2967603962792522,0.6694378659335274,-0.3742401960254432,0.662,0.015,0.0,0.0
190,"Chester, NY",0.7454545454545454,0.1331423636363636,396794.0,10998.0,-0.1607057972701305,1.5625385790541029,5.241497902918635,NY,Northeast,68.06,13.81,2468.0,42162.2,1.44,1.84,0.19,11,18824.0,472117.0,4.656159090909091,5.730546727272728,1.9569094545454544,0.2110440557986802,0.9499603192257148,0.5349211236314466,0.7199506362747382,-0.4908724908119958,0.032,0.16,0.0,0.032
191,"Chester, SC",0.3714285714285714,0.1164672857142857,117026.0,1040.0,-0.2689215187188435,-0.5845450895693449,-0.7045348428126293,SC,South,71.8,12.98,1038.29,22369.29,1.9,-0.67,0.49,7,2501.0,135854.0,2.903607571428572,0.1201401428571428,14.947132142857145,-0.7093816336983702,-0.2451607540273731,0.3429938074801931,-0.2985822277021212,0.070511894371644,0.457,0.114,0.0,0.057
192,"Chicago, IL--IN",0.5199195171026156,0.1612318088531187,264776.0,7007.0,0.0215853796244998,0.5493644784981767,2.8584273377234672,IL,Midwest,75.51,11.9,1939.93,41764.0,1.83,1.79,0.79,499,82684.0,1636654.0,-2.0601837775551104,0.3309039719438877,26.812307921843686,3.811998814806316,5.088871556212631,-0.2006062755733641,-0.260319423887019,0.5832763457290121,0.18,0.239,0.018,0.032
193,"Chillicothe, OH",0.3166666666666667,0.392217,147794.0,1666.5,1.5206026088533635,-0.3484156168769489,-0.330444712746287,OH,Midwest,60.39,12.02,998.25,24624.92,2.03,-0.39,-0.42,12,21108.0,118171.0,-1.24721975,-0.54859225,67.03165333333334,0.339834858641985,-0.3080083641965989,-0.1115760803398365,-0.4199862487980066,2.321392237817083,0.25,0.05,0.25,0.133
194,"Cincinnati, OH--KY--IN",0.5887323943661973,0.1930237042253521,233567.5,3230.5,0.227904229227784,0.3098543820173967,0.6034371123514933,OH,Midwest,73.44,9.85,1434.84,37655.95,2.26,1.27,0.62,146,77374.5,1299820.5,0.8325637739726027,3.3387323767123287,31.17793819863013,3.512605308809588,3.891722854072954,0.1161874207582518,0.2857322808093296,0.7719410613137585,0.154,0.177,0.031,0.046
195,"Circleville, OH",0.7111111111111111,0.1144286666666666,232814.0,2523.0,-0.2821514797437989,0.3040716350831234,0.1809809798344347,OH,Midwest,73.57,8.88,1351.0,29488.83,1.83,0.23,0.63,9,7856.0,252286.0,-2.8937707777777777,2.399011777777778,16.690916444444447,-0.4074224615329162,0.1686532451369819,-0.2918949560788785,0.1151321115400361,0.1458711319711884,0.106,0.024,0.012,0.035
196,"Claremore, OK",0.4307692307692307,0.1957752307692307,199716.0,1685.0,0.2457607232977085,0.0500605428063123,-0.3193981566309999,OK,South,71.56,9.86,1280.77,32202.85,2.13,0.57,0.47,13,18038.0,316392.0,3.9133638461538474,5.492529846153847,23.978994769230766,0.1667228775872802,0.3964940468962075,0.4535753279780069,0.6767402179292545,0.4608321197617782,0.2,0.323,0.015,0.031
197,"Clarksburg, WV",0.4206896551724137,0.2660605862068965,175790.0,959.0,0.7018893531912969,-0.1335598993296167,-0.7529008452633456,WV,South,73.61,12.71,1089.04,28522.56,2.24,0.11,0.64,29,8327.0,150911.0,-5.100388896551724,-2.676731068965517,4.483859413793104,-0.3808635875665429,-0.1916462787506649,-0.5335485044051188,-0.8063360246310657,-0.3816680311734031,0.447,0.028,0.005,0.051
198,"Clarksville, TN--KY",0.1463414634146341,0.0477412195121951,183703.0,1731.5,-0.7149308789836186,-0.0728314633761933,-0.2916324885574406,TN,South,52.59,10.72,1369.66,26292.0,1.67,-0.17,-1.05,43,49404.0,283410.0,2.829043093023256,10.545341093023255,44.633673906976746,1.9353972742523835,0.2792718629567513,0.3348280217321128,1.5940452711323587,1.353443018521966,0.19,0.517,0.059,0.088
199,"Clear Lake, IA",0.5,0.1343621666666666,223548.0,3347.0,-0.1527896804419868,0.2329595805469904,0.6730005603207333,IA,Midwest,71.99,10.72,887.5,37555.75,3.56,1.25,0.51,6,3624.0,55120.0,2.6618745,-0.3555476666666666,2.0661998333333336,-0.6460576093581638,-0.5320995630191885,0.3165208740978767,-0.3849402589255631,-0.4861494068761426,0.0,0.08,0.0,0.42
200,"Clearfield, PA",0.45,0.17825625,120804.5,1781.5,0.1320683524525716,-0.5555469352347044,-0.2617769314890972,PA,Northeast,67.26,13.75,931.83,26613.5,2.42,-0.13,0.13,8,1980.0,74930.0,-1.1014281250000002,-0.336051375,29.95021075,-0.7387599210369699,-0.4616923268345839,-0.0956099903318954,-0.3814008338430141,0.7188836938259434,0.45,0.05,0.0,0.033
201,"Cleburne, TX",0.45,-0.068522125,166016.0,2008.0,-1.469441398407905,-0.2085706074060428,-0.1265312579695018,TX,South,65.68,13.81,1401.77,26028.23,1.55,-0.21,0.0,16,27571.5,533861.0,6.8272846875,9.7851400625,19.85649675,0.7043004252696995,1.1694062753580834,0.7726877765082176,1.4560357131499106,0.2826745876334799,0.182,0.264,0.0,0.045
202,"Cleveland, OH",0.6805031446540881,0.1824711761006289,254252.0,4670.5,0.1594218239604116,0.4685978842894282,1.463277155919782,OH,Midwest,75.83,10.28,1505.41,42560.43,2.42,1.89,0.81,160,61981.0,1173292.5,1.56609153125,0.93201306875,22.686343625,2.6445925139022277,3.4420263987490958,0.1965183053067582,-0.1511919728332646,0.404969015235182,0.145,0.108,0.014,0.044
203,"Cleveland, TN",0.3428571428571428,0.0847714761904761,215723.0,1171.0,-0.4746168030556391,0.1729065018997595,-0.6263132832935697,TN,South,58.87,8.35,1088.45,24726.5,1.9,-0.37,-0.54,21,36119.0,338279.0,0.8541629047619048,4.070343476190477,52.91541180952382,1.186279141251813,0.4742832027958762,0.1185528081134946,0.4185515225624402,1.7113459161263864,0.226,0.183,0.157,0.07
204,"Cleveland, TX",0.1428571428571428,-0.2885497142857143,124832.0,1397.0,-2.8973474282591662,-0.524637826704133,-0.4913661653446577,TX,South,65.53,13.22,1142.8,20684.0,1.5,-0.89,-0.01,7,12779.0,735910.0,54.33390285714285,13.876247571428571,6.222493857142856,-0.1298230209034988,1.887513880802968,5.975283890444187,2.198749701023984,-0.3065313494198854,0.655,0.127,0.055,0.0
205,"Clifton Springs, NY",0.7454545454545454,0.1089118181818181,156609.0,4355.0,-0.3179539954322368,-0.2807647685350524,1.2748885908185354,NY,Northeast,75.7,11.76,1205.4,29502.4,2.16,0.23,0.8,11,6827.0,292204.0,-0.5870618181818182,1.7061901818181815,1.2883776363636363,-0.4654459887333367,0.3105268470560654,-0.0392801514148015,-0.0106451478689185,-0.5197637063616254,0.163,0.0,0.0,0.059
206,"Clinton, IA--IL",0.32,0.502949,127392.0,2378.0,2.2392165381827964,-0.5049910687058057,0.094399864336239,IA,Midwest,70.36,12.69,907.6,27630.3,2.58,-0.01,0.38,10,23712.5,75507.5,-2.8849945000000004,-0.5065957,63.8556828,0.4866981012012613,-0.4596398190659514,-0.2909338388615164,-0.4123620480016747,2.184139758933796,0.26,0.22,0.1,0.1
207,"Clover, SC",0.1666666666666666,0.1349131666666666,276740.0,1208.0,-0.1492138733125164,0.6411823740809844,-0.6042201710629956,SC,South,77.16,7.39,1120.75,27154.25,2.03,-0.07,0.92,6,17854.0,868621.0,-1.6717733333333331,10.245712166666666,4.501201166666667,0.1563474363774868,2.3591854972237174,-0.1580702512134648,1.5396495862741502,-0.3809185914210198,0.667,0.25,0.0,0.0
208,"Clovis, NM",0.0,0.0445947,125267.0,559.0,-0.7353507463243175,-0.5212994127473859,-0.9917453018100924,NM,West,52.42,14.11,1337.1,21179.8,1.34,-0.82,-1.06,10,39512.5,66145.0,-7.578512999999999,-2.5504767,65.7179151,1.377632726824823,-0.4929153237998414,-0.8049355095674772,-0.7834153642337881,2.2646178353985875,0.22,0.44,0.16,0.18
209,"Clyde, OH",0.6571428571428573,0.1936917142857142,119642.0,1531.0,0.2322393928147186,-0.5644685587398043,-0.4113532724014975,OH,Midwest,80.14,10.84,1091.0,28185.25,2.18,0.07,1.16,7,2377.0,148587.0,5.885312999999999,-0.4204564285714285,0.9699841428571429,-0.7163737788614918,-0.1999060675892828,0.669529554987899,-0.3967240229300636,-0.5335233731423529,0.338,0.0,0.0,0.0
210,"Coeur d'Alene, ID",0.7130434782608696,-0.0079605217391304,511277.0,3531.0,-1.0764166929407983,2.4411400618363306,0.7828690103322369,ID,West,71.24,5.29,1600.85,30803.0,1.63,0.4,0.45,23,28136.0,211171.0,6.622775217391305,14.326139173913043,19.385153565217397,0.7361316022421363,0.0225253543883693,0.7502913143847467,2.2804245984602054,0.2623050596932264,0.076,0.103,0.007,0.055
211,"Colchester, CT",0.5846153846153846,0.1208410769230769,361406.0,7544.0,-0.2405370653845231,1.2909528477866006,3.179076020637475,CT,Northeast,82.82,8.19,1739.57,49494.57,2.6,2.77,1.37,13,11783.0,544840.0,-5.304052846153846,-0.1187240769230769,3.918154692307693,-0.1859857352782499,1.208427024781141,-0.5558523709730391,-0.3419464748763192,-0.4061154794494299,0.317,0.014,0.0,0.062
212,"Coldwater, MI",0.2666666666666666,0.1933006666666666,142199.0,2156.5,0.2297016235512833,-0.3913545274240744,-0.037860253476522,MI,Midwest,65.98,12.78,1037.17,25372.5,2.04,-0.29,0.03,6,17380.5,88069.0,12.758479166666667,1.3949239999999998,33.37884366666667,0.1296475917425023,-0.4149946652379399,1.422231156719383,-0.0671535008476606,0.8670552092900456,0.3,0.267,0.0,0.167
213,"College Station--Bryan, TX",0.15,-0.0160675,242967.0,4075.5,-1.1290282912414864,0.3819909842850831,1.107996026806496,TX,South,47.68,8.75,1263.47,29156.31,1.93,0.19,-1.44,34,107346.5,254667.5,-0.0770555882352942,7.809269029411765,86.1385025882353,5.202674460657017,0.1771173962209615,0.0165722020515716,1.097329164542452,3.147112248869002,0.15,0.381,0.094,0.225
214,"Colorado Springs, CO",0.2666666666666666,0.0104593703703703,422720.5,2021.0,-0.956877706499367,1.761511888133647,-0.1187688131317325,CO,West,65.61,7.79,2066.68,38067.65,1.59,1.32,-0.0,54,96974.0,716002.0,-1.1579859814814817,7.816351592592593,86.23799414814815,4.617787156588638,1.816758340269747,-0.1018038154383756,1.0986149578717457,3.1514118678619005,0.296,0.367,0.011,0.059
215,"Columbia, MO",0.3272727272727272,0.1762510909090908,198996.5,1976.5,0.1190555354416909,0.0445387293767043,-0.1453402589225581,MO,Midwest,58.58,8.75,1299.41,32897.54,2.11,0.66,-0.57,22,49624.5,193324.5,-0.3350536818181818,4.3589575,31.55225568181818,1.947830887223902,-0.0409033553828847,-0.0116819640160718,0.4709475234282527,0.7881175345894695,0.118,0.391,0.045,0.118
216,"Columbia, MS",0.3,0.218091,81314.0,544.0,0.3905826592595979,-0.8586173636460105,-1.0007019689305954,MS,South,78.28,10.48,879.33,19300.5,1.83,-1.06,1.01,6,4422.5,57206.0,-6.762349666666666,1.0858355000000002,2.860275333333333,-0.6010315778037073,-0.5246856561700676,-0.7155549485017694,-0.1232665098409481,-0.4518327059963344,0.567,0.0,0.0,0.133
217,"Columbia, SC",0.2610169491525423,0.1756160847457627,207837.0,1299.5,0.1149345561928952,0.1123852778470998,-0.5495845016279273,SC,South,68.72,11.03,1509.95,32671.61,1.87,0.63,0.25,62,56456.0,611979.5,-2.386694435483871,2.4433595483870967,41.44698383870968,2.3330473362712034,1.4470492677804474,-0.2363634636357283,0.123183161161853,1.2157272851069738,0.305,0.325,0.01,0.098
218,"Columbia, TN",0.5,-0.0607775,229956.0,1639.0,-1.419181352509403,0.2821378716615533,-0.3468652691338758,TN,South,68.82,8.79,1354.57,28575.57,1.83,0.11,0.25,18,10769.0,191918.0,1.9543541666666668,13.282717611111112,13.134320166666669,-0.2431634384670025,-0.0459022336107316,0.2390381426690411,2.090998192957267,-0.0078304374825218,0.285,0.177,0.0,0.008
219,"Columbiana, OH",0.8,0.2043970909090909,202143.0,2037.0,0.3017137341097024,0.0686865903305078,-0.1092150348698627,OH,Midwest,74.0,9.13,965.0,28562.67,2.52,0.11,0.67,11,8357.0,345797.0,-0.318494090909091,-1.3194519090909091,0.7242811818181818,-0.379171939543207,0.5010031221111644,-0.0098684721989031,-0.5599308115466395,-0.5441416519071016,0.2,0.0,0.0,0.0
220,"Columbus, GA--AL",0.0866666666666666,0.1328454333333333,153306.0,956.0,-0.1626327763890625,-0.3061136910618005,-0.7546921786874461,GA,South,46.12,12.93,1272.6,24556.47,1.63,-0.39,-1.56,30,71250.0,341927.0,-7.6100433,2.8769172666666667,84.10687643333334,3.167255364845569,0.4872486544668221,-0.8083884898588856,0.2018927480437032,3.0593136616347087,0.12,0.48,0.18,0.133
221,"Columbus, IN",0.4222222222222223,0.2685911111111111,183936.5,1477.5,0.7183116199676906,-0.0710394641603303,-0.4432987184646249,IN,Midwest,70.71,10.41,1268.18,32312.0,2.16,0.59,0.4,18,11762.0,159213.0,-4.442772944444444,3.109215055555556,34.30787738888889,-0.187169888894585,-0.1621399246464454,-0.4615309555095443,0.244064902352398,0.9072042534964908,0.21,0.2,0.03,0.1
222,"Columbus, MS",0.3,0.1430743,133476.5,839.0,-0.096250826564981,-0.4582954831429844,-0.8245541822273696,MS,South,57.15,10.9,1053.78,24187.33,1.9,-0.44,-0.68,10,16004.0,93773.5,-2.2768649,-2.4020113000000003,14.4080386,0.0520291416051078,-0.3947201534350587,-0.2243356928425442,-0.7564624354596927,0.047214472581821,0.2,0.183,0.133,0.133
223,"Columbus, OH",0.4979591836734694,0.1360526020408163,259056.0,5009.0,-0.1418193158997122,0.5054662535956642,1.6653992772724666,OH,Midwest,67.92,10.2,1592.09,39370.63,2.06,1.48,0.18,98,96450.5,1469568.0,0.5068193061224491,6.219929969387755,28.568774612244894,4.588267898581427,4.495026858325663,0.0805141405318709,0.8087949843043957,0.6591836643905817,0.151,0.251,0.031,0.069
224,"Concord, NC",0.3657142857142857,0.1456785142857142,204296.0,2007.0,-0.0793503401593082,0.0852098207876947,-0.1271283691108687,NC,South,63.23,10.25,1434.48,27629.14,1.67,-0.01,-0.19,35,48817.0,990177.0,3.758890542857143,8.715623457142858,24.6739658,1.9022973612624448,2.7912108380443024,0.4366584806333178,1.261871922213413,0.4908659301274675,0.226,0.238,0.021,0.064
225,"Concord, NH",0.580952380952381,0.2961167619047619,328032.0,8185.0,0.8969439581732247,1.0348235894130948,3.5618242622536367,NH,Northeast,65.69,7.96,1540.89,38060.56,2.08,1.32,0.0,21,17539.0,318805.0,6.916824857142857,3.992958714285714,18.744582047619048,0.1385851321324601,0.4050701529493852,0.7824935963407642,0.4045028218158729,0.2346221741722056,0.207,0.156,0.0,0.007
226,"Conesus Lake, NY",0.2571428571428572,0.1040655714285714,212335.0,5890.0,-0.3494045284475409,0.1469052456113483,2.1914541928166766,NY,Northeast,74.54,8.92,1204.0,29088.0,2.01,0.18,0.71,7,2569.0,168347.0,-11.933367714285714,0.4522054285714286,0.2938772857142857,-0.7055472315121422,-0.1296765377049928,-1.281849065745979,-0.2382979325450891,-0.5627419509468043,0.213,0.6,0.0,0.013
227,"Conneaut, OH",0.5142857142857143,0.1558678571428571,126505.0,1622.0,-0.0132248867415407,-0.5117983633716323,-0.3570161585371126,OH,Midwest,66.58,11.94,937.4,23722.8,2.15,-0.5,0.07,7,13088.0,96681.0,-3.2021042857142854,-2.2330612857142857,16.36830742857143,-0.1123990462631393,-0.3843865320717706,-0.325661508445508,-0.7257906580528,0.1319292875258634,0.327,0.018,0.018,0.055
228,"Connersville, IN",0.5111111111111112,0.1662554444444444,137418.0,1043.0,0.0541871073256321,-0.4280463828889192,-0.7027435093885287,IN,Midwest,75.14,13.44,1092.12,26899.38,2.05,-0.1,0.76,9,4463.0,109571.0,1.150539888888889,-0.9283035555555555,8.225120777777779,-0.5987478529722038,-0.3385738478506927,0.1510099647221377,-0.4889203692958312,-0.2199859906860115,0.345,0.091,0.0,0.0
229,"Conroe--The Woodlands, TX",0.4538461538461539,-0.0830401153846153,327103.0,5555.0,-1.563658337650901,1.027693965123858,1.991421960458776,TX,South,65.23,9.39,1847.73,46950.36,2.14,2.44,-0.03,26,108649.5,1991319.0,-0.7567996923076923,8.919851192307693,23.26182946153846,5.276148373137239,6.349395656233467,-0.0578686689380151,1.298948140642708,0.4298391633672634,0.247,0.259,0.006,0.012
230,"Conway, AR",0.1777777777777777,0.1400903888888889,186283.5,1222.5,-0.1156154193504931,-0.0530273778235826,-0.5955620595131761,AR,South,53.63,9.16,1115.78,26600.0,2.02,-0.14,-0.96,18,43075.5,222841.5,-7.223940222222222,2.9687189444444444,47.927747277777776,1.5785441237296804,0.0640037819447765,-0.7661051523067929,0.2185587461987407,1.495799419823758,0.189,0.289,0.067,0.278
